|------
|KODIKOS_OUSIAS|ONOMA_OUSIAS|ARITHMOS_ASTHENON|ARITHMOS_FARMAKON
|DO-09544|Pseudoephedrine Hydrochloride, Ibuprofen Bp|0|2
|DO-02354|Calcium Sulfuricum Trit. D12|0|1
|DO-08927|Phenelzine|0|2
|DO-08078|Mouse Epithelia|0|4
|DO-01369|Atropa Bella-Donna Dil D5, Ranunculus Bulbosus Dil|0|1
|DO-07461|Magnesium Citrate|0|20
|DO-06627|Isopropyl Alcohol, Chlorhexidine Digluconate (20% |0|1
|DO-02965|Chlorphenamine Maleate, Ibuprofen Lysine, Phenylep|0|1
|DO-11636|Valine, Alanine, Arginine, Histidine, Isoleucine, |0|18
|DO-10321|Sodium Chloride Bp|0|1
|DO-04087|Dinoprostone, Deoxyribonucleic Acid, Interleukin-1|0|1
|DO-05880|Granisetron|0|78
|DO-11019|Tetrachlorodecaoxide|0|1
|DO-09704|Ramipril, Rosuvastatin|0|3
|DO-10402|Sodium Hydrogen Carbonate, Bismuth Subnitrate, Mag|0|1
|DO-09087|Pilocarpus Jaborandi D5, Cochlearia Officinalis D5|0|1
|DO-00764|Amylocaine Hydrochloride, Liquid Guaiacol, Reconst|0|2
|DO-08238|Natrium Tetraboracicum C5, Kalium Bichromicum C5, |0|1
|DO-01529|Bacitracin Zinc, Neomycin Sulfate, Phenylephrine H|0|1
|DO-07621|Matricariae Flos, Marshmallow Root Powdered, Oak B|0|11
|DO-00149|Acidum Arsenicosum Dil. D 12, Citrullus Colocynthi|0|1
|DO-11796|Violae Tricoloris Herba|0|1
|DO-04247|Dorzolamide Hydrochloride, Timolol|0|7
|DO-06040|Hepar Sulfuris D10, Hepar Sulfuris D15, Hepar Sulf|0|1
|DO-11179|Timolol Maleate Ph. Eur.|0|5
|DO-04290|Dried Pressed Juice From Fresh Flowering Purple Co|0|2
|DO-10562|Solidago Virgaurea Dil. D 3, Lytta Vesicatoria D5,|0|1
|DO-06850|Lamivudine|0|54
|DO-00924|Apisinum Trit. D 10, Fraxinus Americana (Hab 34) T|0|1
|DO-08398|Nomegestrol Acetate|0|11
|DO-03100|Cinchocaine Hydrochloride, Dexamethasone, Butylene|0|2
|DO-01689|Benzalkonium Chloride, Tuaminoheptane Sulfate, Ace|0|1
|DO-07781|Menthol, Methyl Salicylate, Cineole|0|1
|DO-00309|Aesculus Hippocastanum D2|0|1
|DO-11956|Zinc Diethyldithiocarbamate|0|1
|DO-05017|Ethinylestradiol, Norgestimate|0|32
|DO-11339|Tree Pollen Alergoids Mixture: Alnus Sp., Betula S|0|3
|DO-04450|Dry Extract From Valerian Root (4-6:7:1), Correspo|0|1
|DO-01906|Betulae Folium, Restharrow Root, Equisetum, Solida|0|1
|DO-10722|Strychnos Nux-Vomica Dil. D4, Atropa Belladonna Di|0|1
|DO-07010|Levomenthol, Cinnamon Oil, Citronella Oil, Clove O|0|1
|DO-01084|Arnica Montana E Planta Tota Ferm 33c Dil. D1 (Hab|0|1
|DO-03260|Clopidogrel Hydrogen Sulfate|0|31
|DO-06179|Human Serum Albumin|0|180
|DO-02517|Carbaethopendecinium Bromide|0|4
|DO-09873|Ribonucleic Acid|0|1
|DO-00469|Alnus Glutinosa Pollen Polymerized Extract, Corylu|0|1
|DO-05177|Extractum Fluidum Compositum Ex : Melissae Folio, |0|1
|DO-09256|Potassium Bromide|0|2
|DO-11499|Urea 14c|0|5
|DO-04610|Echinacea Angustifolia D2, Bellis Perennis D2, Hyp|0|1
|DO-02066|Bromperidol|0|4
|DO-08639|Palonosetron, Netupitant|0|5
|DO-10882|Tapentadol Hydrochloride|0|62
|DO-07170|Liquid Extract From Hawthorn Berry And Hawthorn Le|0|1
|DO-03420|Colocynthis D 4, Belladonna D3, Ipeca D 4, China R|0|1
|DO-06339|Hyoscyamus Niger C9, Passiflora Incarnata D3, Stra|0|1
|DO-02677|Ceftaroline Fosamil|0|7
|DO-10033|Sambuci Flos, Tiliae Flos|0|1
|DO-03799|Delgocitinib|0|5
|DO-05592|Galantamine Hydrobromide|0|24
|DO-05337|Fish Oil (Omega-3 Polyunsaturated Fatty Acids): Ep|0|1
|DO-09416|Pressed Juice From Fresh Passion Flower Herb (1 : |0|1
|DO-04770|Eosine|0|1
|DO-02226|Calcium Carbonicum D8, Calcarea Phosphorica D4, Na|0|1
|DO-08799|Pefloxacin|0|2
|DO-07950|Metoprolol Succinate|0|83
|DO-01241|Ascorbic Acid, Caffeine, Acetylsalicylic Acid Ph. |0|1
|DO-03580|Crotamiton, Hydrocortisone|0|2
|DO-07333|Lutropin Alfa|0|4
|DO-06499|Influenza Virus B/Austria/1359417/2021-Like Strain|0|42
|DO-02837|Chenopodium Album Pollen Extract|0|1
|DO-10193|Sevelamer Carbonate|0|108
|DO-03959|Dextromethorphan Hydrobromide, Pseudoephedrine Hyd|0|27
|DO-05752|Glucagon|0|44
|DO-09576|Pulsatilla D6, Euphorbium D6, Hydrargyrum Biiodatu|0|1
|DO-02386|Calendula Mother Tincture|0|3
|DO-08959|Phenoxymethylpenicillin Bp|0|2
|DO-00636|Aminoacridine Hydrochloride, Lidocaine Hydrochlori|0|1
|DO-08110|Mussel|0|9
|DO-01401|Atropine, Ergotamine Tartrate, Phenobarbital|0|1
|DO-07493|Magnesium Oxide, Heavy, Dry Extract From Eschschol|0|2
|DO-06659|Ivacaftor|0|48
|DO-02997|Chlortalidone Bp, Triamterene Bp|0|1
|DO-00021|2-Naphthol, Salicylic Acid|0|2
|DO-11668|Valine, Alanine, Arginine, Histidine, Isoleucine, |0|1
|DO-10353|Sodium Citrate Dihydrate, Potassium Citrate Monohy|0|1
|DO-04119|Diphtheria Antitoxin|0|1
|DO-05912|Guaifenesin Bp|0|14
|DO-11051|Theophylline Sodium Acetate|0|1
|DO-09736|Refined And Quantified Dry Extract From Ginkgo Lea|0|1
|DO-10434|Sodium Hydrogen Carbonate, Sodium Dihydrogen Phosp|0|17
|DO-09119|Pipethanate Ethobromide|0|5
|DO-06722|Kalium Phosphoricum Trit. D5, Gelsemium Trit. D3, |0|1
|DO-00796|Angelica Archangelica Root|0|1
|DO-08270|Neomycin Sulfate, Nystatin, Triamcinolone Acetonid|0|1
|DO-01561|Barium Citricum Trit. D3, Berberis, Ethanol. Decoc|0|1
|DO-07653|Medicago Sativa L., Trifolium Pratense L., Rumex A|0|7
|DO-00181|Acidum Formicicum Dil D6|0|2
|DO-11828|Viscum Album Crataegi Ex Herba Recente Col. D30|0|1
|DO-06072|Heparin Sodium, Melissa Oil, Pumilio Pine Oil, Ros|0|1
|DO-04889|Ertapenem Sodium|0|20
|DO-11211|Tincture From Crataegus Inflorescence (1:5), Extra|0|1
|DO-04322|Drospirenone, Ethinylestradiol Betadex Clathrate|0|2
|DO-10594|Sorbitol, Liquid (Crystallising), Sodium Citrate, |0|9
|DO-06882|Lauromacrogol 400, Lidocaine Hydrochloride Monohyd|0|1
|DO-00956|Arachis Oil|0|1
|DO-08430|Noscapine, Promethazine|0|1
|DO-03132|Cinnamaldehyde|0|1
|DO-01721|Benzododecinium Bromide 10% Solution|0|6
|DO-07813|Mercurialis Perennis Ferm 34c Dil. D3, Rosae Aethe|0|1
|DO-09745|Refined Dry Extract Of Vaccinium Macrocarpon Fruit|0|7
|DO-00341|Aflibercept|0|51
|DO-11988|Zinc Sulphate, Lidocaine Hydrochloride|0|1
|DO-05049|Etranacogene Dezaparvovec|0|4
|DO-11371|Triclosan, Flumetasone Pivalate (Ph. Eur.)|0|1
|DO-04482|Dry Extract Of Ginkgo Leaf (40-50:1), Correspondin|0|1
|DO-01938|Bilastine|0|235
|DO-10754|Sulbactam Sodium, Ampicillin|0|1
|DO-07042|Levomethadone Hydrochloride|0|35
|DO-01116|Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1|0|1
|DO-03292|Coal Tar, Salicylic Acid|0|1
|DO-06211|Hydrastis Canadensis D3, Belladonna D3, Kalium Sul|0|1
|DO-02549|Carbocisteine Sodium|0|1
|DO-09905|Rivastigmine|0|199
|DO-03671|Cyclophosphamide Monohydrate|0|56
|DO-00501|Althaeae Radix, Extractum, Thyme Dry Extract|0|1
|DO-05209|Felbinac|0|3
|DO-09288|Potassium Chloride, Sodium Chloride, Calcium Chlor|0|2
|DO-11531|Valerian Dry Hydroalcoholic Extract (Der 3-6:1), E|0|1
|DO-04642|Echinacea Mother Tincture, Calendula Officinalis M|0|9
|DO-02098|Bryonia D6, Aconitum Napellus D6, Gentiana Lutea D|0|2
|DO-08671|Panobinostat|0|4
|DO-10914|Taurine, Glycine, L-Tryptophan, L-Arginine, L-Hist|0|1
|DO-07202|Liquid Extract Of Arnica Flower (Der 1:20), Extrac|0|1
|DO-03452|Conium Maculatum Dil. D 4, Lytta Vesicatoria Dil. |0|1
|DO-06371|Hypericum Perforatum Dil. D1, Kalium Bromatum Dil.|0|2
|DO-02709|Cenobamate|0|4
|DO-10065|Saw Palmetto Extract (10-14.3:1) , Extraction Solv|0|4
|DO-03831|Dermatophagoides Pteronyssinus (503), Aluminium|0|5
|DO-05624|Gelatine Polysuccinate|0|1
|DO-05369|Flufenamic Acid, Mucopolysaccharide Polysulfuric A|0|1
|DO-09448|Procaine Hydrochloride, Levomenthol, Camphor, Race|0|1
|DO-04802|Epinephrine, Mepivacaine|0|1
|DO-02258|Calcium Chloride Hexahydrate|0|2
|DO-08831|Penicillium Chrysogenum E Volumine Cellulae (Lyoph|0|2
|DO-07982|Miconazole Nitrate, Zinc Oxide|0|5
|DO-01273|Ascorbic Acid, Hesperidin Methyl Chalcone, Dry Ext|0|1
|DO-03612|Cuprum Metallicum Dil. D6, Spigelia Dil. D4, Crata|0|1
|DO-07365|Lytta Vesicatoria Dil. D 4, Populus Tremuloides (H|0|1
|DO-06531|Interferon Alfa, Deoxyribonucleic Acid, Interferon|0|1
|DO-02869|Chloramphenicol, Fluocinolone Acetonide, Lidocaine|0|1
|DO-10225|Silodosin|0|95
|DO-03991|Diclofenac Sodium, Heparin Sodium|0|3
|DO-05784|Glutaral|0|1
|DO-09608|Pure Nitroglycerin|0|2
|DO-02418|Camphor, Eucalyptus Oil, Turpentine Oil, Marjoram |0|1
|DO-08991|Phenylephrine Hydrochloride, Paracetamol, Caffeine|0|2
|DO-00668|Amlodipine Maleate|0|3
|DO-08142|Nadolol|0|3
|DO-01433|Aurum Metallicum Praeparatum Dil. D10, Arnica, Pla|0|1
|DO-07525|Magnesium Trisilicate|0|3
|DO-06691|Kalanchoe Pinnata Juice, Folium|0|1
|DO-03029|Chrome Alum|0|2
|DO-00053|Abatacept|0|8
|DO-11700|Valsartan Disodium, Sacubitril Sodium|0|3
|DO-04151|Dipotassium Phosphate, Potassium Dihydrogen Phosph|0|1
|DO-05944|Haemophilus Influenzae Type B (Hib), Klebsiella Pn|0|1
|DO-11083|Thiamine Nitrate|0|1
|DO-10466|Sodium Nitroprusside|0|3
|DO-06754|Ketorolac Trometamol|0|100
|DO-00828|Aniseed Oil Bp, Capsicum Tincture Bpc, Menthol, Le|0|1
|DO-08302|Nervus Opticus Suis D10, Nervus Opticus Suis D200,|0|1
|DO-01593|Beclometasone Propionate, Formoterol Fumarate Dihy|0|1
|DO-07685|Melilotus Officinalis D8, Arnica Montana D6, Carbo|0|1
|DO-00213|Acidum Phosphoricum D4, Sepia Officinalis D6, Anam|0|1
|DO-11860|Viscum Album Qu C Hg, Herba Rec., Ferm. Aqu. Extr.|0|1
|DO-04921|Eschscholtzia Powder From The Aerial Flower Part|0|1
|DO-11243|Tincture Of Valerian Root (1:5), Extraction Liquid|0|8
|DO-04354|Dry Extract From Black Cohosh, Equivalent To 97 Mg|0|4
|DO-10626|Spongia Dil. D3, Atropa Belladonna Dil. D3, Apis M|0|1
|DO-06914|Ledum Palustre Dil. D4, Selenium Dil. D 10, Strych|0|1
|DO-00988|Argentum Metallicum Dil. D29 Aquos., Echinacea Pal|0|1
|DO-08462|Octenidine Dihydrochloride, Isopropyl Alcohol, 1-P|0|1
|DO-03164|Citalopram Hydrochloride|0|50
|DO-01753|Benzylhemiformal|0|1
|DO-07845|Metamizole Sodium|0|47
|DO-09777|Retinol Acetate, Dried Yeast From Saccharomyces Ce|0|2
|DO-00373|Alcoholic Iodine Solution|0|1
|DO-12020|Zoledronic Acid|0|100
|DO-05081|Euphrasia 3c D6, Argentum Nitricum D6, Sabadilla D|0|2
|DO-09160|Plantaginis Lanceolatae Folium Extractum Fluidum|0|1
|DO-11403|Trimipramine Mesilate|0|6
|DO-04514|Dry Extract Of Milk Thistle Fruit (20-35:1), Extra|0|1
|DO-01970|Bismuth Tribromophenate, Cade Oil|0|1
|DO-08543|Ornidazole|0|6
|DO-10786|Sulfur D18, Sulfur D12, Sulfur D30|0|1
|DO-07074|Lidocaine Hydrochloride Monohydrate, Clodronate Di|0|3
|DO-01148|Arsenicum Album Dil. D6, Cadmium Sulfuricum Dil. D|0|1
|DO-03324|Cod-Liver Oil (Type A), Talc, Zinc Oxide, Aluminiu|0|1
|DO-06243|Hydrochlorothiazide, Spironolactone|0|4
|DO-02581|Carnitine|0|1
|DO-09937|Rotigotine|0|22
|DO-03703|D-Camphor|0|2
|DO-05496|Formoterol Fumarate Dihydrate Ph.Eur., Beclometaso|0|5
|DO-00533|Aluminium Oxide, Hydrated, Guar, Aluminium Phospha|0|1
|DO-05241|Fenoterol Hydrobromide|0|8
|DO-09320|Potassium Hydrogen Aspartate, Magnesium Aspartate |0|1
|DO-11563|Valeriana Officinalis L. Root Dry Extract, Passifl|0|1
|DO-04674|Echinaceae Purpureae Herba Succus Expressus (1.5 -|0|2
|DO-02130|Bupivacaine Hydrochloride|0|127
|DO-08703|Paracetamol, Acetylsalicylic Acid, Codeine Phospha|0|1
|DO-10946|Tedizolid Phosphate|0|8
|DO-07234|Lisdexamfetamine Diadipate|0|13
|DO-03484|Copper Sulfate Pentahydrate, Zinc Oxide|0|1
|DO-06403|Iberis Amara Dil D2, Crataegus D1, Kalium Carbonic|0|1
|DO-02741|Cetrimide Bp|0|2
|DO-10097|Secale Cornutum D4, Veratrum Album D4, Anamirta Co|0|1
|DO-03863|Dexamethasone Acetate, Calcium Dobesilate, Lidocai|0|1
|DO-05656|Gelsemium Sempervirens Dil. D4, Schoenocaulon Offi|0|1
|DO-05401|Fluorescein Sodium|0|44
|DO-09480|Promethazine Hydrochloride, Magnesium Glutamate Hy|0|1
|DO-04834|Equisetum Arvense Ex Herba Ferm 35b Dil. D14 (Hab,|0|1
|DO-02290|Calcium Fluoride|0|1
|DO-08863|Peppermint Oil, Cajuput Oil, Eucalyptus Oil|0|1
|DO-08014|Miltefosine|0|1
|DO-01305|Ascorbic Acid, Zinc Sulphate Monohydrate|0|1
|DO-03644|Cyanocobalamin, Levoglutamide, Dl-Phosphoserine|0|1
|DO-07397|Magnesium Carbonate Heavy, Calcium Acetate|0|12
|DO-06563|Ioxaglate Meglumine, Ioxaglate Sodium|0|1
|DO-02901|Chlorhexidine Dihydrochloride, Tyrothricin, Benzoc|0|1
|DO-11572|Valeriana Ø, Aether Sulfuricus D1, Camphora Dil. D|0|2
|DO-10257|Simeticone, Potassium Chloride, Sodium Chloride, S|0|1
|DO-04023|Difluprednate|0|1
|DO-05816|Glycerol, Zinc Oxide, Calamine Bp|0|1
|DO-09023|Phleum Pratense, Dactylis Glomerata, Anthoxanthum |0|1
|DO-00700|Ammonium Bromatum D4, Citrullus Colocynthis D4, Cu|0|7
|DO-08174|Naphazoline Hydrochloride, Pheniramine Maleate|0|1
|DO-01465|Avena Sativa D1, Passiflora Incarnata D1|0|1
|DO-07557|Manganum Phosphoricum D200, Manganum Phosphoricum |0|1
|DO-00085|Acetic Acid, Calcium, Glucose, Magnesium, Potassiu|0|1
|DO-11732|Vemurafenib|0|4
|DO-04183|Disopyramide Phosphate|0|9
|DO-05976|Hamamelis Virginiana Mother Tincture|0|1
|DO-11115|Thymalfasin|0|1
|DO-10498|Sodium Sulfide Nonahydrate, Saccharomyces Cerevisi|0|1
|DO-06786|Lachesis Dil. D10, Convallaria Majalis Dil. D4, Cr|0|1
|DO-00860|Antithrombin Iii|0|32
|DO-08334|Nicotine Betadex|0|5
|DO-01625|Bellis Perennis D2, Ferrum Metallicum D8, Phosphor|0|1
|DO-07717|Melphalan Flufenamide|0|4
|DO-11892|Wall Pellitory|0|1
|DO-04953|Estriol, Lactobacillus Acidophilus, Lyophilized|0|8
|DO-11275|Tixocortol Pivalate|0|7
|DO-04386|Dry Extract From Harpagophyti Radix (Der Genuine 3|0|2
|DO-01842|Betamethasone Valerate, Fusidic Acid Hemihydrate|0|7
|DO-10658|Stannum Metallicum Trit. D1|0|2
|DO-06946|Levisticum Officinale E Radice Ferm 33c Dil. D3 (H|0|1
|DO-01020|Argentum Nitricum Dil. D19 Aquos. (Hab, Vs. 5b), R|0|1
|DO-08494|Olibanum D6, Hepar Sulfuris D5, Arisaema Triphyllu|0|1
|DO-03196|Clarithromycin Citrate|0|2
|DO-01785|Berberis Vulgaris E Radice Ferm 33d Ø (Hab, Vs. 33|0|1
|DO-06115|Histamine Dihydrochloride|0|224
|DO-07877|Metformin Hydrochloride, Sitagliptin|0|441
|DO-02453|Canakinumab|0|4
|DO-09809|Retinol, D Alpha Tocoferil Acetate|0|1
|DO-00405|Alimemazine Tartrate|0|13
|DO-05113|Exemestane|0|168
|DO-09192|Plumbum Metallicum Dil. D8, Atropa Bella-Donna Dil|0|1
|DO-11435|Tropatepine Hydrochloride|0|1
|DO-04546|Dry Extract Of Ruscus Aculeatus Root (6 - 9 : 1), |0|2
|DO-02002|Borago Officinalis E Foliis Ferm 34b Ø (Hab, Vs. 3|0|1
|DO-08575|Oxalis Acetosella E Planta Tota W 10% (Hab, Vs. 12|0|1
|DO-10818|Sumbul D6, Avena Sativa Tm, Nux Vomica D3, Cicuta |0|2
|DO-07106|Lidocaine, Primycin|0|1
|DO-01180|Articaine Hydrochloride|0|3
|DO-03356|Coffea|0|7
|DO-06275|Hydrocortisone Acetate, Tetracycline Hydrochloride|0|2
|DO-02613|Castor Oil, Virgin|0|3
|DO-09969|Rye Flour|0|11
|DO-03735|Dalbavancin Hydrochloride|0|15
|DO-05528|Framycetin Sulfate, Lidocaine Hydrochloride Monohy|0|1
|DO-00565|Aluminium Phosphate, Tetanus Toxoid Adsorbed On Al|0|1
|DO-05273|Ferrous Sulfate Heptahydrate|0|1
|DO-09352|Povidone, Iodinated, 2-Propanol (Ph. Eur.)|0|3
|DO-04706|Eletriptan Hydrobromide Monohydrate|0|1
|DO-02162|Butyl Parahydroxybenzoate, Ethyl Parahydroxybenzoa|0|3
|DO-08735|Paraffin White Soft|0|8
|DO-07266|Lolium Perenne L.|0|37
|DO-03516|Corylus Avellana|0|2
|DO-06435|Icosapent Ethyl, Omega-3-Acid Ethyl Esters 90, Doc|0|1
|DO-02773|Chamomile Flower Liquid Extract (Ethanol 48% V/V),|0|1
|DO-10129|Senna Dry Extract|0|1
|DO-03895|Dexamethasone Valerate|0|2
|DO-05688|Gentian Root Tincture (1:3.0-4.0), Extraction Solv|0|1
|DO-05433|Flurbiprofen Ph. Eur.|0|1
|DO-09512|Prostata Suis D12, Prostata Suis D200, Prostata Su|0|1
|DO-04866|Erenumab|0|4
|DO-02322|Calcium Ion, Sulfate|0|1
|DO-08895|Permethrin Bpc Cis:trans/ 25:75|0|2
|DO-08046|Mixture Of Menthol And Menthyl Isovalerate|0|1
|DO-01337|Atenolol, Chlortalidone|0|45
|DO-07429|Magnesium Chloride Hexahydrate, Potassium Chloride|0|1
|DO-06595|Iron Protein Acetyl Aspartate|0|1
|DO-02933|Chlormidazole Hydrochloride, Salicylic Acid|0|1
|DO-11604|Valine, Acetylcysteine, Alanine, Arginine, Histidi|0|7
|DO-10289|Smooth Brome|0|4
|DO-04055|Dimenhydrinate, Pyridoxine Hydrochloride|0|2
|DO-05848|Glycopyrronium Bromide|0|114
|DO-10987|Terpinene|0|1
|DO-09672|Quinine Sulfate|0|15
|DO-10370|Sodium Dihydrogen Phosphate Dihydrate, Magnesium C|0|1
|DO-09055|Phosphorus Dil. D5, Nitroglycerinum Dil. D6, Bariu|0|1
|DO-00732|Amoxicillin Trihydrate, Flucloxacillin Sodium|0|1
|DO-08206|Natrium Chloratum D200, Bromum D12, Juglans Regia |0|1
|DO-01497|Aztreonam|0|18
|DO-07589|Marshmallow Root, Iceland Moss, Thyme, Plantaginis|0|1
|DO-00117|Acetylsalicylic Acid, Anhydrous Caffeine|0|1
|DO-11764|Vespa Crabro Dil. D12, Lachesis D30, Lycopodium Cl|0|1
|DO-04215|Doconexent, Icosapent|0|5
|DO-06008|Hedera Helix D1, Senega D2, Ipeca D 4, Hyoscyamus |0|1
|DO-11147|Tianeptine|0|1
|DO-10530|Soft Extract Of Artichoke Leaf (2.5-3.5:1), Extrac|0|1
|DO-06818|Lactobacillus Acidophilus, Bifidobacterium Animali|0|3
|DO-00892|Apis Mellifica Dil. D4, Atropa Belladonna Dil. D4,|0|1
|DO-08366|Nitrazepam|0|37
|DO-03068|Cimicifuga Dil D1|0|1
|DO-01657|Benzalkonium Chloride Solution 50%, Chlorhexidine |0|2
|DO-07749|Menthol Bp, Eucalyptus Oil Bp|0|1
|DO-11924|Xylometazoline Hydrochloride|0|372
|DO-04985|Ethanol 70 %|0|3
|DO-11307|Torasemide Sodium|0|8
|DO-04418|Dry Extract From Primula Root (6-7 : 1), Extractin|0|21
|DO-01874|Betula Pendula Pollen Polymerized Extract|0|1
|DO-10690|Streptomycin|0|2
|DO-06978|Levomenthol, Borneol, Camphene, Menthone, Cineole,|0|2
|DO-01052|Arnica Montana C9, Apis Mellifica C15, Hypericum P|0|1
|DO-08526|Ondansetron Hydrochloride Dihydrate|0|73
|DO-03228|Clobetasol Propionate Ph.Eur.|0|1
|DO-01817|Betamethasone Dipropionate|0|37
|DO-06147|Human Antithrombin|0|2
|DO-07909|Methoxyphenamine Hydrochloride, Guaifenesin, Sodiu|0|1
|DO-02485|Capsicum|0|1
|DO-10847|Tabelecleucel|0|4
|DO-07135|Liothyronine Sodium|0|19
|DO-01209|Asclepias Tuberosa Dil. D30, Asclepias Tuberosa Di|0|1
|DO-03385|Colchicum, Tuber Rh Dil. D3|0|2
|DO-06304|Hydrogen Peroxide Solution (6 Per Cent) Bp|0|3
|DO-02642|Cefalexin Monohydrate Ph. Eur.|0|1
|DO-09998|Sage Leaves Extract (1:2,9-3,1), Extraction Solven|0|1
|DO-03764|Daratumumab|0|8
|DO-05557|Funiculus Umbilicalis Suis Dil. D10, Funiculus Umb|0|1
|DO-00594|Ambra Grisea D8, Kalium Phosphoricum D3, Acidum Ph|0|1
|DO-05302|Ferrum Sidereum D10, Aurum Metallicum D10|0|1
|DO-09381|Prednisolone Caproate, Dexpanthenol, Lidocaine Hyd|0|1
|DO-04735|Emtricitabine, Tenofovir Disoproxil Fumarate|0|52
|DO-02191|Calcarea Formicica Trit. D2, Fragaria Vesca, Foliu|0|1
|DO-08764|Paromomycin Sulfate|0|6
|DO-07295|Losartan Potassium, Hydrochlorothiazide|0|278
|DO-03545|Crataegus D12, Crataegus Dil. D30, Crataegus Dil. |0|1
|DO-06464|Immunoglobulin A, Immunoglobulin G, Immunoglobulin|0|6
|DO-02802|Cheese Mixture|0|1
|DO-10158|Sepia Officinalis Dil. D 8, Cimicifuga D4, Lachesi|0|1
|DO-03924|Dexpanthenol, Nicotinamide, Pyridoxine, Riboflavin|0|2
|DO-05717|Ginkgo Biloba Trit. D2|0|1
|DO-05462|Folic Acid, Ferrous (Ii) Glycine Sulfate Complex|0|3
|DO-09541|Pseudoephedrine Hydrochloride, Ebastine|0|2
|DO-02351|Calcium Sulfuratum Trit. D6|0|1
|DO-08924|Phenazone, Hamamelis Extractum Fluidum, Tannic Aci|0|1
|DO-08075|Morpholinylmercaptobenzothiazole, N-Cyclohexyl-2-B|0|2
|DO-01366|Atropa Bella-Donna D4, Spigelia Anthelmia D6, Stry|0|1
|DO-07458|Magnesium Chloride Hexahydrate, Sodium Chloride, C|0|2
|DO-02962|Chlorphenamine Maleate, Dextromethorphan Hydrobrom|0|14
|DO-11633|Valine, Alanine, Arginine, Histidine, Isoleucine, |0|26
|DO-10318|Sodium Calcium Edetate|0|4
|DO-04084|Dimetindene Maleate, Phenylephrine|0|16
|DO-05877|Gramicidin, Neomycin Sulfate, Fluocinolone Acetoni|0|1
|DO-11016|Tetracaine Hydrochloride, Nitrofural, Phenazone|0|1
|DO-09701|Ramipril, Bisoprolol Fumarate Ph. Eur.|0|2
|DO-10399|Sodium Hydrogen Carbonate Solution (0.2 M)|0|9
|DO-09084|Pilocarpine nitrate Ph. Eur.|0|1
|DO-00761|Amylmetacresol, Lidocaine, 2,4 Dichlorobenzyl Alco|0|7
|DO-08235|Natrium Sulfuricum Trit. D 3, Chelidonium Majus, S|0|1
|DO-01526|Bacitracin Zinc, Hydrocortisone Acetate, Neomycin |0|2
|DO-07618|Matricariae Flos, Achillea Millefolium L. Herba, M|0|10
|DO-00146|Acidum Arsenicosum D5, Apis Mellifica D4, Mercuriu|0|1
|DO-11793|Viola Arvensis|0|2
|DO-04244|Dorocubicel, Allogeneic Umbilical Cord-Derived Cd3|0|1
|DO-06037|Hepar Bovis Gl Dil. D5 (Hab, Vs. 41a), Stannum Met|0|1
|DO-11176|Timolol|0|41
|DO-04287|Dried Ferrous Sulphate Bp|0|1
|DO-10559|Solidago Virga Aurea D3, Corallium Rubrum C4, Arte|0|3
|DO-06847|Lactulose, Liquid|0|30
|DO-00921|Apis Regina Tota Gl Dil. D16 (Hab, Vs. 41c), Trunc|0|2
|DO-08395|Nivolumab, Relatlimab|0|4
|DO-03097|Cinchocaine Hydrochloride|0|7
|DO-01686|Benzalkonium Chloride, Tetracaine Hydrochloride, D|0|1
|DO-07778|Menthol, Guaiacol, Cineole|0|1
|DO-00306|Aescin|0|1
|DO-11953|Zinc Chloride, Potassium Iodide, Sodium Fluoride, |0|2
|DO-05014|Ethinylestradiol, Levonorgestrel, Lactose.|0|1
|DO-11336|Trazodone|0|2
|DO-04447|Dry Extract From Valerian Root (4-5:1), Equivalent|0|1
|DO-01903|Betulae Folium, Equisetum, Common Bean Pod, Seed-F|0|3
|DO-10719|Strychnos Nux-Vomica Dil. D12, Strychnos Nux-Vomic|0|1
|DO-07007|Levomenthol, Chlorocarvacrol, Ichthammol|0|1
|DO-01081|Arnica Montana E Floribus La 20% (Hab, Vs. 12c), C|0|1
|DO-03257|Clopidogrel|0|294
|DO-06176|Human Rabies Immunoglobulin|0|4
|DO-02514|Caraway Fruit, Rhamnus Frangula L. Cortex, Menthae|0|1
|DO-09870|Riboflavin Sodium Phosphate Hydrate, Thiamine Hydr|0|3
|DO-00466|Alnus Glutinosa L., Salsola Kali L.|0|1
|DO-05174|Extractum Compositum (1:1,3-1,6) Ex: Agropyri Rhiz|0|1
|DO-09253|Potassium Acetate|0|2
|DO-11496|Urapidil|0|68
|DO-04607|Echinacea Angustifolia D 3, Acidum Silicicum D7, A|0|1
|DO-02063|Bromocriptine|0|9
|DO-08636|Palonosetron|0|85
|DO-10879|Tannin|0|1
|DO-07167|Liquid Extract From Fresh Symphyti Radix (1:2), Ex|0|5
|DO-03417|Colocynth Fruit Extract (1:10-13)|0|1
|DO-06336|Hyoscyamus Dil. D4, Drosera Mother Tincture, Cinch|0|1
|DO-02674|Cefprozil Monohydrate|0|7
|DO-10030|Sambuci Flos, Lupuli Flos, Marshmallow Root, Matri|0|1
|DO-03796|Delapril Hydrochloride, Indapamide|0|2
|DO-05589|Gadoxetic Acid, Disodium|0|31
|DO-05334|Fingolimod|0|372
|DO-09413|Pressed Juice From Fresh Millefolii Herba (1 : 0.6|0|1
|DO-04767|Enterovirus B, Echovirus 7, Live|0|1
