|------
|Τμήμα|Έτος|Κωδικός ΚΕΝ|Ασφαλιστικός Φορέας|Πλήθος Νοσηλειών|Συνολικό Βασικό Έσοδο|Συνολική Πρόσθετη Χρέωση|Τελικό Σύνολο Εσόδων
|ΝΕΥΡΟΛΟΓΙΚΗ|2022|Ω02Μα|ΕΟΠΥΥ|1|3420.54|65.07|3485.61
|ΝΕΥΡΟΛΟΓΙΚΗ|2023|Β05Α|METLIFE|1|4544.41|1877.76|6422.17
|ΝΕΥΡΟΛΟΓΙΚΗ|2023|Δ22Μ|INTERAMERICAN|1|1852.07|0.00|1852.07
|ΝΕΥΡΟΛΟΓΙΚΗ|2023|Ε05Α|GENERALI|1|1936.96|0.00|1936.96
|ΝΕΥΡΟΛΟΓΙΚΗ|2023|Ε06Χα|INTERAMERICAN|1|714.43|0.00|714.43
|ΝΕΥΡΟΛΟΓΙΚΗ|2023|Η06Χ|NN|1|1343.79|1146.08|2489.87
|ΝΕΥΡΟΛΟΓΙΚΗ|2023|Θ09Χβ|ΕΟΠΥΥ|1|2249.88|0.00|2249.88
|ΝΕΥΡΟΛΟΓΙΚΗ|2023|Θ24Μ|ETHNIKI|1|3572.82|359.28|3932.10
|ΝΕΥΡΟΛΟΓΙΚΗ|2023|Ξ01Α|EUROLIFE|1|2207.57|0.00|2207.57
|ΝΕΥΡΟΛΟΓΙΚΗ|2023|Υ20Μα|ALLIANZ|1|1846.41|0.00|1846.41
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Α30Χ|ETHNIKI|1|1839.40|650.20|2489.60
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Δ13Μ|ETHNIKI|1|2364.82|213.08|2577.90
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Η07Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|971.44|245.46|1216.90
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Η41Χ|ΕΦΚΑ|1|4084.36|323.88|4408.24
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Θ04Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2818.41|572.96|3391.37
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Θ06Χ|INTERAMERICAN|1|3347.63|385.14|3732.77
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Θ22Χ|ΕΟΠΥΥ|1|1340.68|495.92|1836.60
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Κ05Χ|ETHNIKI|1|1763.78|0.00|1763.78
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Κ07Χ|ETHNIKI|1|3576.05|0.00|3576.05
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Κ34Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2143.20|0.00|2143.20
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Μ04Χ|GENERALI|1|3392.99|0.00|3392.99
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Μ06Α|ALLIANZ|1|2671.49|0.00|2671.49
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Μ10Χ|NN|1|2092.06|0.00|2092.06
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Μ13Μ|ΕΟΠΥΥ|1|1338.51|595.70|1934.21
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Μ68Α|ΕΟΠΥΥ|1|2200.34|620.51|2820.85
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Μ76Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2533.33|0.00|2533.33
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Μ79Χ|ALLIANZ|1|4211.33|392.66|4603.99
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Ν06Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|4392.28|1310.64|5702.92
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Ν12Χ|NN|1|3375.43|246.15|3621.58
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Ν30Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2242.42|1412.64|3655.06
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Ν33Α|EUROLIFE|1|4702.94|0.00|4702.94
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Ξ02Χ|ΕΟΠΥΥ|1|3145.95|1003.32|4149.27
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Ο10Α|ALLIANZ|1|4928.90|0.00|4928.90
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Π01Χ|GENERALI|1|545.18|451.88|997.06
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Π44Χ|ΕΟΠΥΥ|1|2069.83|1234.88|3304.71
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Σ02Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|4744.07|0.00|4744.07
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Υ03Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|790.89|228.09|1018.98
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Υ22Α|ΕΟΠΥΥ|1|1472.12|1523.40|2995.52
|ΝΕΥΡΟΛΟΓΙΚΗ|2024|Ω02Χ|ΕΦΚΑ|1|1430.31|1900.64|3330.95
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Β01Μ|GENERALI|1|3570.03|1334.58|4904.61
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Β10Α|ALLIANZ|1|4934.26|800.43|5734.69
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Δ08Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2029.18|1130.08|3159.26
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Δ25Μ|NN|1|1161.43|0.00|1161.43
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Ε09Γ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2842.08|0.00|2842.08
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Ζ22Μ|ETHNIKI|1|578.53|0.00|578.53
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Ι20Α|ΕΟΠΥΥ|1|3994.82|1036.56|5031.38
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Κ13Χ|ALLIANZ|1|1464.16|0.00|1464.16
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Κ44Α|METLIFE|1|1635.39|2520.09|4155.48
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Λ24Α|GENERALI|1|622.52|452.88|1075.40
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Μ06Α|EUROLIFE|1|1151.35|0.00|1151.35
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Μ10Μ|EUROLIFE|1|1145.34|166.70|1312.04
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Μ15Α|INTERAMERICAN|1|3811.10|0.00|3811.10
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Μ32Μα|EUROLIFE|1|4784.33|0.00|4784.33
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Μ77Μ|GENERALI|1|2548.05|0.00|2548.05
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Μ77Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2790.16|0.00|2790.16
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Ν01Χ|ΕΟΠΥΥ|1|2084.55|850.35|2934.90
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Ν20Χ|GENERALI|1|1573.62|0.00|1573.62
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Ν27Χ|INTERAMERICAN|1|1245.89|1191.60|2437.49
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Ν29Μ|NN|1|2745.89|0.00|2745.89
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Ν38Χ|EUROLIFE|1|751.08|237.29|988.37
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Ξ20Χα|INTERAMERICAN|1|3838.32|893.13|4731.45
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Π07Χ|INTERAMERICAN|1|746.05|168.64|914.69
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Ρ05Μβ|ETHNIKI|1|4311.56|0.00|4311.56
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Ρ10Μβ|INTERAMERICAN|1|2426.12|0.00|2426.12
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Τ27Μγ|METLIFE|1|2367.64|232.23|2599.87
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Υ06Χ|ALLIANZ|1|2036.74|836.22|2872.96
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Υ22Α|ETHNIKI|1|2382.75|828.39|3211.14
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Υ23Χ|ΕΦΚΑ|1|2718.55|422.00|3140.55
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Φ62Μ|NN|1|2115.35|546.30|2661.65
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Χ47Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|1140.86|999.36|2140.22
|ΝΕΥΡΟΛΟΓΙΚΗ|2025|Ω11Α|ΕΦΚΑ|1|2514.97|2853.60|5368.57
|ΟΓΚΟΛΟΓΙΚΗ|2021|Β02Μ|INTERAMERICAN|1|1665.63|222.70|1888.33
|ΟΓΚΟΛΟΓΙΚΗ|2021|Θ23Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|991.22|1975.04|2966.26
|ΟΓΚΟΛΟΓΙΚΗ|2021|Ν41Χ|METLIFE|1|4638.65|0.00|4638.65
|ΟΓΚΟΛΟΓΙΚΗ|2021|Ρ01Α|GENERALI|1|587.47|924.30|1511.77
|ΟΓΚΟΛΟΓΙΚΗ|2022|Α20Μ|ETHNIKI|1|4090.66|0.00|4090.66
|ΟΓΚΟΛΟΓΙΚΗ|2022|Β22Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|854.81|1300.14|2154.95
|ΟΓΚΟΛΟΓΙΚΗ|2022|Δ22Χ|ETHNIKI|1|1029.67|1388.16|2417.83
|ΟΓΚΟΛΟΓΙΚΗ|2022|Δ29Μ|EUROLIFE|1|2371.68|0.00|2371.68
|ΟΓΚΟΛΟΓΙΚΗ|2022|Ν07Χ|METLIFE|1|2520.59|1364.13|3884.72
|ΟΓΚΟΛΟΓΙΚΗ|2022|Ο04Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|1273.93|0.00|1273.93
|ΟΓΚΟΛΟΓΙΚΗ|2022|Π01Χ|METLIFE|1|1954.59|198.81|2153.40
|ΟΓΚΟΛΟΓΙΚΗ|2022|Π47Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2414.54|568.32|2982.86
|ΟΓΚΟΛΟΓΙΚΗ|2022|Υ03Μα|ΕΟΠΥΥ|1|3395.99|0.00|3395.99
|ΟΓΚΟΛΟΓΙΚΗ|2022|Φ27Μ|ETHNIKI|1|1209.09|0.00|1209.09
|ΟΓΚΟΛΟΓΙΚΗ|2023|Δ01Χ|INTERAMERICAN|1|998.97|1178.25|2177.22
|ΟΓΚΟΛΟΓΙΚΗ|2023|Δ08Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2029.18|1412.60|3441.78
|ΟΓΚΟΛΟΓΙΚΗ|2023|Ζ01Α|EUROLIFE|1|3169.07|0.00|3169.07
|ΟΓΚΟΛΟΓΙΚΗ|2023|Ι20Α|GENERALI|1|3480.29|593.25|4073.54
|ΟΓΚΟΛΟΓΙΚΗ|2023|Μ68Α|NN|1|2355.44|1243.83|3599.27
|ΟΓΚΟΛΟΓΙΚΗ|2023|Μ79Μ|NN|1|1762.74|0.00|1762.74
|ΟΓΚΟΛΟΓΙΚΗ|2023|Ν05Α|ALLIANZ|1|4595.24|339.30|4934.54
|ΟΓΚΟΛΟΓΙΚΗ|2023|Ν41Μ|NN|1|3911.95|0.00|3911.95
|ΟΓΚΟΛΟΓΙΚΗ|2023|Ξ02Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2532.52|0.00|2532.52
|ΟΓΚΟΛΟΓΙΚΗ|2023|Ξ02Μ|ΕΦΚΑ|1|3524.69|0.00|3524.69
|ΟΓΚΟΛΟΓΙΚΗ|2023|Χ41Α|ETHNIKI|1|2283.92|0.00|2283.92
|ΟΓΚΟΛΟΓΙΚΗ|2023|Ω37Β|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2428.57|0.00|2428.57
|ΟΓΚΟΛΟΓΙΚΗ|2024|Α10Χ|GENERALI|1|4517.66|0.00|4517.66
|ΟΓΚΟΛΟΓΙΚΗ|2024|Β01Μ|ETHNIKI|1|819.65|1152.40|1972.05
|ΟΓΚΟΛΟΓΙΚΗ|2024|Β01Μ|GENERALI|1|3570.03|0.00|3570.03
|ΟΓΚΟΛΟΓΙΚΗ|2024|Γ05Μ|METLIFE|1|882.30|1257.00|2139.30
|ΟΓΚΟΛΟΓΙΚΗ|2024|Γ07Α|NN|1|3913.75|982.16|4895.91
|ΟΓΚΟΛΟΓΙΚΗ|2024|Δ22Χ|NN|1|4538.83|743.85|5282.68
|ΟΓΚΟΛΟΓΙΚΗ|2024|Ε11Χ|EUROLIFE|1|4043.58|1210.70|5254.28
|ΟΓΚΟΛΟΓΙΚΗ|2024|Θ05Χ|ETHNIKI|1|3700.67|2351.90|6052.57
|ΟΓΚΟΛΟΓΙΚΗ|2024|Κ07Μβ|NN|1|713.46|754.68|1468.14
|ΟΓΚΟΛΟΓΙΚΗ|2024|Κ41Χ|ΕΟΠΥΥ|1|823.88|0.00|823.88
|ΟΓΚΟΛΟΓΙΚΗ|2024|Μ19Μ|INTERAMERICAN|1|771.78|420.30|1192.08
|ΟΓΚΟΛΟΓΙΚΗ|2024|Μ78Μ|GENERALI|1|1879.41|1704.30|3583.71
|ΟΓΚΟΛΟΓΙΚΗ|2024|Ν24Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|1685.57|0.00|1685.57
|ΟΓΚΟΛΟΓΙΚΗ|2024|Ν24Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2036.63|0.00|2036.63
|ΟΓΚΟΛΟΓΙΚΗ|2024|Ν32Χ|ETHNIKI|1|4905.52|151.60|5057.12
|ΟΓΚΟΛΟΓΙΚΗ|2024|Ν36Χ|NN|1|2782.48|1473.30|4255.78
|ΟΓΚΟΛΟΓΙΚΗ|2024|Ο11Α|EUROLIFE|1|2472.53|602.16|3074.69
|ΟΓΚΟΛΟΓΙΚΗ|2024|Ο13Α|ETHNIKI|1|4748.09|1099.62|5847.71
|ΟΓΚΟΛΟΓΙΚΗ|2024|Π03Χα|ETHNIKI|1|2575.70|562.60|3138.30
|ΟΓΚΟΛΟΓΙΚΗ|2024|Π28Α|EUROLIFE|1|3837.44|1077.44|4914.88
|ΟΓΚΟΛΟΓΙΚΗ|2024|Π41Μ|ETHNIKI|1|4822.66|1265.40|6088.06
|ΟΓΚΟΛΟΓΙΚΗ|2024|Π46Α|ΕΟΠΥΥ|1|4955.55|776.28|5731.83
|ΟΓΚΟΛΟΓΙΚΗ|2024|Ρ10Χ|NN|1|3623.62|1017.00|4640.62
|ΟΓΚΟΛΟΓΙΚΗ|2024|Ρ24Μα|NN|1|4794.14|0.00|4794.14
|ΟΓΚΟΛΟΓΙΚΗ|2024|Σ04Χ|ETHNIKI|1|1340.26|489.25|1829.51
|ΟΓΚΟΛΟΓΙΚΗ|2024|Φ25Χ|METLIFE|1|4226.55|325.80|4552.35
|ΟΓΚΟΛΟΓΙΚΗ|2024|Φ63Μ|ETHNIKI|1|4462.32|135.57|4597.89
|ΟΓΚΟΛΟΓΙΚΗ|2024|Φ63Χ|ΕΟΠΥΥ|1|3127.89|1651.60|4779.49
|ΟΓΚΟΛΟΓΙΚΗ|2025|S01Α|NN|1|4438.65|716.40|5155.05
|ΟΓΚΟΛΟΓΙΚΗ|2025|Α34Μβ|GENERALI|1|1503.52|0.00|1503.52
|ΟΓΚΟΛΟΓΙΚΗ|2025|Β22Α|ETHNIKI|1|3721.98|523.05|4245.03
|ΟΓΚΟΛΟΓΙΚΗ|2025|Δ06Α|ETHNIKI|1|3724.29|0.00|3724.29
|ΟΓΚΟΛΟΓΙΚΗ|2025|Δ20Μ|METLIFE|1|1436.00|0.00|1436.00
|ΟΓΚΟΛΟΓΙΚΗ|2025|Ε08Χ|NN|2|6575.22|1189.48|7764.70
|ΟΓΚΟΛΟΓΙΚΗ|2025|Ε12Α|EUROLIFE|1|2462.32|1725.92|4188.24
|ΟΓΚΟΛΟΓΙΚΗ|2025|Ζ20Α|ALLIANZ|1|2228.44|1042.50|3270.94
|ΟΓΚΟΛΟΓΙΚΗ|2025|Θ02Μ|ALLIANZ|1|4017.83|0.00|4017.83
|ΟΓΚΟΛΟΓΙΚΗ|2025|Κ09Μα|GENERALI|1|1032.86|0.00|1032.86
|ΟΓΚΟΛΟΓΙΚΗ|2025|Κ14Μα|GENERALI|1|3541.71|813.84|4355.55
|ΟΓΚΟΛΟΓΙΚΗ|2025|Κ14Χ|EUROLIFE|1|4389.28|108.74|4498.02
|ΟΓΚΟΛΟΓΙΚΗ|2025|Κ15Μ|METLIFE|1|4496.66|478.87|4975.53
|ΟΓΚΟΛΟΓΙΚΗ|2025|Κ32Α|INTERAMERICAN|1|4436.84|73.60|4510.44
|ΟΓΚΟΛΟΓΙΚΗ|2025|Κ36Μ|ETHNIKI|1|3931.00|974.15|4905.15
|ΟΓΚΟΛΟΓΙΚΗ|2025|Κ37Χ|NN|1|4423.88|0.00|4423.88
|ΟΓΚΟΛΟΓΙΚΗ|2025|Κ38Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|3649.61|2231.92|5881.53
|ΟΓΚΟΛΟΓΙΚΗ|2025|Μ10Μ|INTERAMERICAN|1|4559.37|104.25|4663.62
|ΟΓΚΟΛΟΓΙΚΗ|2025|Μ18Α|ΕΦΚΑ|1|2018.61|289.86|2308.47
|ΟΓΚΟΛΟΓΙΚΗ|2025|Μ72Χ|GENERALI|1|3274.31|740.40|4014.71
|ΟΓΚΟΛΟΓΙΚΗ|2025|Μ75Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|632.67|519.45|1152.12
|ΟΓΚΟΛΟΓΙΚΗ|2025|Ν03Χ|ΕΟΠΥΥ|1|4847.77|362.34|5210.11
|ΟΓΚΟΛΟΓΙΚΗ|2025|Ν25Α|GENERALI|1|2331.80|1414.32|3746.12
|ΟΓΚΟΛΟΓΙΚΗ|2025|Ο04Α|ΕΟΠΥΥ|1|1953.10|1408.00|3361.10
|ΟΓΚΟΛΟΓΙΚΗ|2025|Ο15Α|METLIFE|1|662.34|441.15|1103.49
|ΟΓΚΟΛΟΓΙΚΗ|2025|Π04Χ|ΕΟΠΥΥ|1|3114.82|1404.25|4519.07
|ΟΓΚΟΛΟΓΙΚΗ|2025|Π50Χ|ΕΦΚΑ|1|3928.73|0.00|3928.73
|ΟΓΚΟΛΟΓΙΚΗ|2025|Ρ24Μβ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|4576.01|740.67|5316.68
|ΟΓΚΟΛΟΓΙΚΗ|2025|Τ20Μ|GENERALI|1|4825.55|314.55|5140.10
|ΟΓΚΟΛΟΓΙΚΗ|2025|Τ23Α|GENERALI|1|4872.02|0.00|4872.02
|ΟΓΚΟΛΟΓΙΚΗ|2025|Τ23Α|INTERAMERICAN|1|4571.07|0.00|4571.07
|ΟΓΚΟΛΟΓΙΚΗ|2025|Φ64Χ|ΕΦΚΑ|1|1962.96|258.96|2221.92
|ΟΓΚΟΛΟΓΙΚΗ|2025|Ω37Β|NN|1|3469.37|519.64|3989.01
|ΟΡΘΟΠΕΔΙΚΗ|2021|S20Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|1720.89|1583.60|3304.49
|ΟΡΘΟΠΕΔΙΚΗ|2021|Γ01Α|METLIFE|1|4480.30|360.54|4840.84
|ΟΡΘΟΠΕΔΙΚΗ|2021|Γ07Α|METLIFE|1|4310.66|333.66|4644.32
|ΟΡΘΟΠΕΔΙΚΗ|2021|Δ25Χ|ETHNIKI|1|1313.93|392.88|1706.81
|ΟΡΘΟΠΕΔΙΚΗ|2021|Η02Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|1658.18|101.00|1759.18
|ΟΡΘΟΠΕΔΙΚΗ|2021|Θ22Χ|METLIFE|1|3869.64|1949.68|5819.32
|ΟΡΘΟΠΕΔΙΚΗ|2021|Κ06Μ|NN|1|2627.70|225.04|2852.74
|ΟΡΘΟΠΕΔΙΚΗ|2021|Μ63Χ|ΕΦΚΑ|1|2063.95|2099.35|4163.30
|ΟΡΘΟΠΕΔΙΚΗ|2021|Ν26Μ|ALLIANZ|1|2741.70|0.00|2741.70
|ΟΡΘΟΠΕΔΙΚΗ|2021|Ν82Χ|INTERAMERICAN|1|4594.04|0.00|4594.04
|ΟΡΘΟΠΕΔΙΚΗ|2021|Π06Α|GENERALI|1|733.32|710.16|1443.48
|ΟΡΘΟΠΕΔΙΚΗ|2021|Υ20Χ|ETHNIKI|1|2922.20|410.92|3333.12
|ΟΡΘΟΠΕΔΙΚΗ|2021|Φ02Μ|ΕΦΚΑ|1|2858.73|0.00|2858.73
|ΟΡΘΟΠΕΔΙΚΗ|2022|Α25Μ|ALLIANZ|1|1928.79|0.00|1928.79
|ΟΡΘΟΠΕΔΙΚΗ|2022|Γ01Α|ETHNIKI|1|4641.92|0.00|4641.92
|ΟΡΘΟΠΕΔΙΚΗ|2022|Γ05Χ|ΕΟΠΥΥ|1|1703.18|2919.40|4622.58
|ΟΡΘΟΠΕΔΙΚΗ|2022|Δ29Χ|EUROLIFE|1|1390.96|0.00|1390.96
|ΟΡΘΟΠΕΔΙΚΗ|2022|Ε06Χβ|GENERALI|1|4402.81|0.00|4402.81
|ΟΡΘΟΠΕΔΙΚΗ|2022|Θ20Χ|ETHNIKI|1|4911.35|1155.92|6067.27
|ΟΡΘΟΠΕΔΙΚΗ|2022|Κ10Χ|NN|1|1546.50|982.75|2529.25
|ΟΡΘΟΠΕΔΙΚΗ|2022|Κ32Μ|ΕΟΠΥΥ|1|852.97|1609.68|2462.65
|ΟΡΘΟΠΕΔΙΚΗ|2022|Μ06Α|GENERALI|1|2582.80|0.00|2582.80
|ΟΡΘΟΠΕΔΙΚΗ|2022|Μ29Α|METLIFE|1|1704.34|2429.40|4133.74
|ΟΡΘΟΠΕΔΙΚΗ|2022|Μ79Χ|METLIFE|1|4810.50|868.62|5679.12
|ΟΡΘΟΠΕΔΙΚΗ|2022|Ν02Μα|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2855.78|0.00|2855.78
|ΟΡΘΟΠΕΔΙΚΗ|2022|Ρ01Α|GENERALI|1|587.47|739.44|1326.91
|ΟΡΘΟΠΕΔΙΚΗ|2022|Τ24Α|INTERAMERICAN|1|1864.22|0.00|1864.22
|ΟΡΘΟΠΕΔΙΚΗ|2022|Φ01Α|ETHNIKI|1|4959.01|0.00|4959.01
|ΟΡΘΟΠΕΔΙΚΗ|2022|Ω31Α|ΕΦΚΑ|1|1441.37|1854.27|3295.64
|ΟΡΘΟΠΕΔΙΚΗ|2023|Μ78Μ|NN|1|3159.94|0.00|3159.94
|ΟΡΘΟΠΕΔΙΚΗ|2023|Ρ10Μα|METLIFE|1|4921.54|0.00|4921.54
|ΟΡΘΟΠΕΔΙΚΗ|2023|Τ05Α|METLIFE|1|4456.35|0.00|4456.35
|ΟΡΘΟΠΕΔΙΚΗ|2023|Φ64Χ|METLIFE|1|2037.36|1082.60|3119.96
|ΟΡΘΟΠΕΔΙΚΗ|2024|Α24Μ|NN|1|1151.65|207.54|1359.19
|ΟΡΘΟΠΕΔΙΚΗ|2024|Α26Μβ|ETHNIKI|1|1561.61|201.36|1762.97
|ΟΡΘΟΠΕΔΙΚΗ|2024|Α30Χ|NN|1|2401.24|2781.36|5182.60
|ΟΡΘΟΠΕΔΙΚΗ|2024|Δ28Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|746.37|2055.48|2801.85
|ΟΡΘΟΠΕΔΙΚΗ|2024|Ε03Α|ETHNIKI|1|2392.45|0.00|2392.45
|ΟΡΘΟΠΕΔΙΚΗ|2024|Η02Μα|GENERALI|1|3102.72|0.00|3102.72
|ΟΡΘΟΠΕΔΙΚΗ|2024|Η02Μβ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|1023.22|0.00|1023.22
|ΟΡΘΟΠΕΔΙΚΗ|2024|Κ09Χ|ALLIANZ|1|4221.63|962.06|5183.69
|ΟΡΘΟΠΕΔΙΚΗ|2024|Μ13Μ|INTERAMERICAN|1|2308.33|0.00|2308.33
|ΟΡΘΟΠΕΔΙΚΗ|2024|Μ23Α|ΕΦΚΑ|1|2684.05|397.95|3082.00
|ΟΡΘΟΠΕΔΙΚΗ|2024|Μ31Χ|ΕΟΠΥΥ|1|4549.13|123.25|4672.38
|ΟΡΘΟΠΕΔΙΚΗ|2024|Ν23Α|ΕΟΠΥΥ|1|3200.64|0.00|3200.64
|ΟΡΘΟΠΕΔΙΚΗ|2024|Ν39Χ|ΕΦΚΑ|1|1503.20|138.36|1641.56
|ΟΡΘΟΠΕΔΙΚΗ|2024|Ξ02Μ|INTERAMERICAN|1|4249.18|0.00|4249.18
|ΟΡΘΟΠΕΔΙΚΗ|2024|Ο15Β|METLIFE|1|3224.73|2813.10|6037.83
|ΟΡΘΟΠΕΔΙΚΗ|2024|Ο20Μ|ETHNIKI|1|1785.52|0.00|1785.52
|ΟΡΘΟΠΕΔΙΚΗ|2024|Π04Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|3277.98|431.20|3709.18
|ΟΡΘΟΠΕΔΙΚΗ|2024|Υ06Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|4740.05|0.00|4740.05
|ΟΡΘΟΠΕΔΙΚΗ|2024|Υ23Χ|NN|1|1824.10|0.00|1824.10
|ΟΡΘΟΠΕΔΙΚΗ|2024|Φ01Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|1325.27|0.00|1325.27
|ΟΡΘΟΠΕΔΙΚΗ|2025|Α10Χ|ALLIANZ|1|4031.02|0.00|4031.02
|ΟΡΘΟΠΕΔΙΚΗ|2025|Α34Χ|METLIFE|1|2206.72|804.44|3011.16
|ΟΡΘΟΠΕΔΙΚΗ|2025|Γ07Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2584.39|1537.90|4122.29
|ΟΡΘΟΠΕΔΙΚΗ|2025|Δ06Α|ALLIANZ|1|4281.56|812.16|5093.72
|ΟΡΘΟΠΕΔΙΚΗ|2025|Δ14Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|3436.06|0.00|3436.06
|ΟΡΘΟΠΕΔΙΚΗ|2025|Η42Μ|INTERAMERICAN|1|3529.93|1275.54|4805.47
|ΟΡΘΟΠΕΔΙΚΗ|2025|Η44Χ|METLIFE|1|1986.43|0.00|1986.43
|ΟΡΘΟΠΕΔΙΚΗ|2025|Θ04Μ|ALLIANZ|1|2140.67|743.88|2884.55
|ΟΡΘΟΠΕΔΙΚΗ|2025|Ι24Α|ΕΟΠΥΥ|1|2158.71|1624.38|3783.09
|ΟΡΘΟΠΕΔΙΚΗ|2025|Κ30Μ|ALLIANZ|1|684.59|0.00|684.59
|ΟΡΘΟΠΕΔΙΚΗ|2025|Κ31Χ|ALLIANZ|1|4959.74|0.00|4959.74
|ΟΡΘΟΠΕΔΙΚΗ|2025|Μ23Α|INTERAMERICAN|1|690.65|2757.24|3447.89
