|------
|Τμήμα|Βάρδια|Τύπος Προσωπικού|Υποκλάση (Ειδικότητα/Βαθμίδα/Ρόλος)|Προγραμματισμένος Αριθμός
|ΟΓΚΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|7
|ΟΓΚΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|3
|ΟΓΚΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|1
|ΟΓΚΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|3
|ΟΓΚΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|2
|ΟΓΚΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|1
|ΟΓΚΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|10
|ΟΓΚΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|1
|ΟΓΚΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|1
|ΟΓΚΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΝΕΥΜΟΝΟΛΟΓΙΑ|1
|ΟΓΚΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΨΥΧΙΑΤΡΙΚΗ|1
|ΟΓΚΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|9
|ΟΓΚΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|22
|ΟΓΚΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|11
|ΟΓΚΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΑΡΧΕΙΟΦΥΛΑΚΑΣ|4
|ΟΓΚΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|6
|ΟΓΚΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|2
|ΟΓΚΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|2
|ΟΓΚΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|2
|ΟΓΚΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|2
|ΟΓΚΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2
|ΟΓΚΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|1
|ΟΓΚΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|3
|ΟΓΚΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|8
|ΟΓΚΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|1
|ΟΓΚΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΝΕΥΜΟΝΟΛΟΓΙΑ|2
|ΟΓΚΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|9
|ΟΓΚΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|21
|ΟΓΚΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|12
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|4
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|3
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|3
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|4
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|3
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|2
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΡΘΟΠΕΔΙΚΗ|7
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΠΝΕΥΜΟΝΟΛΟΓΙΑ|3
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΨΥΧΙΑΤΡΙΚΗ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|14
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|11
|ΟΡΘΟΠΕΔΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|17
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|4
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|2
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|6
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|2
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|3
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|3
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΡΘΟΠΕΔΙΚΗ|7
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|2
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΝΕΥΜΟΝΟΛΟΓΙΑ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΨΥΧΙΑΤΡΙΚΗ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|17
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|9
|ΟΡΘΟΠΕΔΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|16
|ΟΡΘΟΠΕΔΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|8
|ΟΡΘΟΠΕΔΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|3
|ΟΡΘΟΠΕΔΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|2
|ΟΡΘΟΠΕΔΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|3
|ΟΡΘΟΠΕΔΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|2
|ΟΡΘΟΠΕΔΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|3
|ΟΡΘΟΠΕΔΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΡΘΟΠΕΔΙΚΗ|7
|ΟΡΘΟΠΕΔΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|1
|ΟΡΘΟΠΕΔΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|3
|ΟΡΘΟΠΕΔΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|21
|ΟΡΘΟΠΕΔΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|12
|ΟΡΘΟΠΕΔΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|9
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|7
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|4
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|3
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|2
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|3
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|2
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|1
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|8
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|1
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|1
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΨΥΧΙΑΤΡΙΚΗ|3
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|18
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|18
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|6
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|7
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|3
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|4
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|1
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|2
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|2
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|1
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|3
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|1
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΡΘΟΠΕΔΙΚΗ|1
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|8
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|1
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΨΥΧΙΑΤΡΙΚΗ|1
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|13
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|24
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|5
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|7
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|3
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|4
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|2
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|2
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|1
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|1
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΡΘΟΠΕΔΙΚΗ|2
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|8
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|2
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|3
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|14
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|23
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|5
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|1
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|2
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|3
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|8
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|2
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|2
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|1
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|1
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|3
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΡΘΟΠΕΔΙΚΗ|2
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|2
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|7
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΠΝΕΥΜΟΝΟΛΟΓΙΑ|1
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|25
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|13
|ΠΑΘΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|4
